head,tail,label,predict
Q8736,Q43287,applies to jurisdiction,participant
Q7892284,Q11703,applies to jurisdiction,applies to jurisdiction
Q3755695,Q5739,applies to jurisdiction,applies to jurisdiction
Q6544406,Q16641,applies to jurisdiction,applies to jurisdiction
Q5178319,Q1989,applies to jurisdiction,applies to jurisdiction
Q11701,Q30,applies to jurisdiction,applies to jurisdiction
Q7240349,Q1973,applies to jurisdiction,applies to jurisdiction
Q3112564,Q3224,applies to jurisdiction,applies to jurisdiction
Q492234,Q183,applies to jurisdiction,applies to jurisdiction
Q15518,Q13904,applies to jurisdiction,located in the administrative territorial entity
Q379496,Q1156,applies to jurisdiction,applies to jurisdiction
Q1525955,Q1558,applies to jurisdiction,applies to jurisdiction
Q27220504,Q3258,applies to jurisdiction,applies to jurisdiction
Q6596424,Q1989,applies to jurisdiction,applies to jurisdiction
Q719883,Q664,applies to jurisdiction,applies to jurisdiction
Q488977,Q884,applies to jurisdiction,applies to jurisdiction
Q1071117,Q664,applies to jurisdiction,applies to jurisdiction
Q3270271,Q1558,applies to jurisdiction,applies to jurisdiction
Q5260259,Q9676,applies to jurisdiction,applies to jurisdiction
Q48160,Q183,applies to jurisdiction,country of origin
Q17031863,Q408,applies to jurisdiction,country of origin
Q737115,Q191,applies to jurisdiction,applies to jurisdiction
Q5894372,Q1054923,applies to jurisdiction,location
Q1494569,Q1428,applies to jurisdiction,applies to jurisdiction
Q3491143,Q236,applies to jurisdiction,applies to jurisdiction
Q571436,Q1198,applies to jurisdiction,applies to jurisdiction
Q5096798,Q1355832,applies to jurisdiction,applies to jurisdiction
Q126413,Q7318,applies to jurisdiction,participant
Q219726,Q782,applies to jurisdiction,applies to jurisdiction
Q950356,Q176,applies to jurisdiction,applies to jurisdiction
Q3290543,Q790,applies to jurisdiction,country
Q153963,Q43287,applies to jurisdiction,instance of
Q7008094,Q759,applies to jurisdiction,applies to jurisdiction
Q2742602,Q4018,applies to jurisdiction,applies to jurisdiction
Q4145705,Q36312,applies to jurisdiction,applies to jurisdiction
Q7644956,Q3224,applies to jurisdiction,applies to jurisdiction
Q1585629,Q219060,applies to jurisdiction,applies to jurisdiction
Q28493889,Q176,applies to jurisdiction,applies to jurisdiction
Q317147,Q1209,applies to jurisdiction,applies to jurisdiction
Q3506352,Q724,applies to jurisdiction,applies to jurisdiction
Q875738,Q30,applies to jurisdiction,country of origin
Q18356747,Q11703,applies to jurisdiction,applies to jurisdiction
Q975479,Q2254184,notable work,notable work
Q234425,Q423658,notable work,notable work
Q692,Q41567,notable work,notable work
Q313185,Q638565,notable work,notable work
Q176049,Q2037865,notable work,notable work
Q234530,Q1249536,notable work,notable work
Q5685,Q650063,notable work,notable work
Q185928,Q832948,notable work,instance of
Q83309,Q464930,notable work,notable work
Q4667523,Q269810,notable work,notable work
Q543559,Q1993575,notable work,notable work
Q36233,Q6510712,notable work,notable work
Q60412,Q1218405,notable work,notable work
Q205772,Q279022,notable work,notable work
Q55388,Q1214836,notable work,notable work
Q78496,Q1171593,notable work,notable work
Q5879,Q684469,notable work,voice type
Q39829,Q469889,notable work,notable work
Q445930,Q1982650,notable work,notable work
Q692,Q643236,notable work,residence
Q294800,Q660519,notable work,notable work
Q38392,Q135515,notable work,notable work
Q16924,Q233858,notable work,field of work
Q1511,Q190237,notable work,notable work
Q152824,Q1291142,notable work,notable work
Q57968,Q358914,notable work,notable work
Q937,Q11452,notable work,field of work
Q36661,Q669694,notable work,residence
Q1203,Q1971,notable work,field of work
Q223687,Q935105,notable work,notable work
Q178709,Q6470817,notable work,notable work
Q311644,Q1187907,notable work,notable work
Q35064,Q1165938,notable work,notable work
Q1248144,Q1194499,notable work,notable work
Q2010,Q673,notable work,notable work
Q164047,Q1823920,notable work,notable work
Q19185,Q1218620,notable work,notable work
Q48305,Q1115611,notable work,notable work
Q68631,Q323032,notable work,notable work
Q242571,Q1171407,notable work,notable work
Q279305,Q1419545,notable work,notable work
Q551359,Q1077402,notable work,notable work
Q42455,Q864659,notable work,notable work
Q36951,Q366726,notable work,notable work
Q153643,Q2936612,notable work,notable work
Q7791757,Q6046751,notable work,notable work
Q224650,Q13581351,notable work,notable work
Q7724,Q1305285,notable work,notable work
Q7243,Q4179881,notable work,notable work
Q991,Q1161171,notable work,notable work
Q215896,Q7727273,notable work,notable work
Q4500,Q1079,notable work,residence
Q191775,Q428319,notable work,notable work
Q188987,Q662029,notable work,notable work
Q80442,Q615851,notable work,notable work
Q42831,Q29424,notable work,notable work
Q381397,Q2907320,notable work,religion
Q7351,Q1569982,notable work,notable work
Q80596,Q2837516,notable work,notable work
Q72334,Q971767,notable work,notable work
Q240576,Q11336,notable work,notable work
Q207960,Q113531,notable work,notable work
Q83326,Q831870,notable work,notable work
Q124763,Q15516624,located in the administrative territorial entity,contains administrative territorial entity
Q602939,Q1588,located in the administrative territorial entity,located in the administrative territorial entity
Q7411129,Q824,located in the administrative territorial entity,located in the administrative territorial entity
Q677555,Q987,located in the administrative territorial entity,applies to jurisdiction
Q791642,Q140083,located in the administrative territorial entity,tributary
Q631581,Q178626,located in the administrative territorial entity,located in the administrative territorial entity
Q812564,Q34800,located in the administrative territorial entity,located in the administrative territorial entity
Q194215,Q129003,located in the administrative territorial entity,located in the administrative territorial entity
Q6675446,Q1297,located in the administrative territorial entity,location of formation
Q1587858,Q49111,located in the administrative territorial entity,located in the administrative territorial entity
Q1063134,Q212793,located in the administrative territorial entity,headquarters location
Q23098,Q47994,located in the administrative territorial entity,located in the administrative territorial entity
Q123741,Q208152,located in the administrative territorial entity,located in the administrative territorial entity
Q127660,Q2100,located in the administrative territorial entity,located in the administrative territorial entity
Q1059646,Q1965,located in the administrative territorial entity,located in the administrative territorial entity
Q272074,Q1221,located in the administrative territorial entity,place served by transport hub
Q3028978,Q462663,located in the administrative territorial entity,located in the administrative territorial entity
Q265058,Q1781,located in the administrative territorial entity,headquarters location
Q800559,Q2112,located in the administrative territorial entity,located in the administrative territorial entity
Q5226938,Q4811302,located in the administrative territorial entity,part of
Q798131,Q156213,located in the administrative territorial entity,located in the administrative territorial entity
Q2720800,Q2980652,located in the administrative territorial entity,located in the administrative territorial entity
Q7380611,Q22424,located in the administrative territorial entity,located in the administrative territorial entity
Q4883511,Q1223,located in the administrative territorial entity,location of formation
Q743843,Q3235,located in the administrative territorial entity,located in the administrative territorial entity
Q3015436,Q138141,located in the administrative territorial entity,located in the administrative territorial entity
Q1936166,Q36687,located in the administrative territorial entity,located in the administrative territorial entity
Q490925,Q1371,located in the administrative territorial entity,located in the administrative territorial entity
Q5562619,Q36074,located in the administrative territorial entity,located in the administrative territorial entity
Q19605604,Q34366,located in the administrative territorial entity,located in the administrative territorial entity
Q540975,Q114969,located in the administrative territorial entity,contains administrative territorial entity
Q64070,Q11943,located in the administrative territorial entity,contains administrative territorial entity
Q2254337,Q11299,located in the administrative territorial entity,located in the administrative territorial entity
Q7194,Q5705,located in the administrative territorial entity,part of
Q3393626,Q12751,located in the administrative territorial entity,located in the administrative territorial entity
Q883454,Q1726,located in the administrative territorial entity,located in the administrative territorial entity
Q5356189,Q3206,located in the administrative territorial entity,applies to jurisdiction
Q3708707,Q487564,located in the administrative territorial entity,located in the administrative territorial entity
Q2000129,Q18094,located in the administrative territorial entity,location of formation
Q975681,Q736742,located in the administrative territorial entity,location
Q3145772,Q7880,located in the administrative territorial entity,located in the administrative territorial entity
Q5389192,Q50816,located in the administrative territorial entity,located in the administrative territorial entity
Q6454270,Q18094,located in the administrative territorial entity,located in the administrative territorial entity
Q6808512,Q3224,located in the administrative territorial entity,located in the administrative territorial entity
Q1848616,Q656,located in the administrative territorial entity,located in the administrative territorial entity
Q2118285,Q176,located in the administrative territorial entity,located in the administrative territorial entity
Q1644,Q6081,located in the administrative territorial entity,located in the administrative territorial entity
Q805059,Q156358,located in the administrative territorial entity,located in the administrative territorial entity
Q25444,Q26253,located in the administrative territorial entity,located in the administrative territorial entity
Q251170,Q1156,located in the administrative territorial entity,located in the administrative territorial entity
Q5680235,Q5060737,located in the administrative territorial entity,located in the administrative territorial entity
Q3570,Q61,located in the administrative territorial entity,applies to jurisdiction
Q7927236,Q3141,located in the administrative territorial entity,headquarters location
Q178167,Q3224,located in the administrative territorial entity,located in the administrative territorial entity
Q4869464,Q666142,located in the administrative territorial entity,located in the administrative territorial entity
Q852591,Q488865,located in the administrative territorial entity,located in the administrative territorial entity
Q1163315,Q36687,located in the administrative territorial entity,located in the administrative territorial entity
Q47430,Q494893,located in the administrative territorial entity,located in the administrative territorial entity
Q1970629,Q1201,located in the administrative territorial entity,located in the administrative territorial entity
Q501292,Q1400,located in the administrative territorial entity,located in the administrative territorial entity
Q800666,Q11943,located in the administrative territorial entity,operator
Q178416,Q656,located in the administrative territorial entity,location of formation
Q403,Q83286,located in the administrative territorial entity,followed by
Q6878535,Q62,located in the administrative territorial entity,applies to jurisdiction
Q1352,Q1445,located in the administrative territorial entity,main subject
Q4944477,Q2237,crosses,crosses
Q6936022,Q809666,crosses,crosses
Q17642754,Q848176,crosses,crosses
Q644398,Q1471,crosses,crosses
Q2581529,Q597451,crosses,crosses
Q4797664,Q118850,crosses,crosses
Q14629127,Q8321,crosses,crosses
Q6393035,Q1497,crosses,crosses
Q125805,Q3140,crosses,crosses
Q14655637,Q5419,crosses,crosses
Q1617778,Q216373,crosses,crosses
Q2106712,Q3140,crosses,crosses
Q12063838,Q143762,crosses,crosses
Q7894726,Q597451,crosses,crosses
Q3304629,Q930773,crosses,crosses
Q1928112,Q643284,crosses,crosses
Q3396496,Q60974,crosses,crosses
Q6709651,Q131071,crosses,crosses
Q7516872,Q648392,crosses,crosses
Q5034299,Q2784618,crosses,crosses
Q7674055,Q143762,crosses,crosses
Q7710843,Q475597,crosses,crosses
Q2487965,Q3140,crosses,crosses
Q7439389,Q143762,crosses,crosses
Q7958675,Q1497,crosses,crosses
Q1130666,Q19686,crosses,located on terrain feature
Q14629033,Q605122,crosses,crosses
Q1311533,Q216171,crosses,crosses
Q4785291,Q379648,crosses,crosses
Q6393033,Q1497,crosses,crosses
Q4966473,Q2219578,crosses,crosses
Q1568726,Q167814,crosses,crosses
Q1781874,Q584,crosses,crosses
Q7271424,Q2237,crosses,crosses
Q4775010,Q751347,crosses,crosses
Q7576186,Q695081,crosses,crosses
Q2292017,Q1162445,crosses,crosses
Q14874432,Q1454776,crosses,crosses
Q188528,Q190777,crosses,crosses
Q4863824,Q6499854,crosses,crosses
Q747908,Q7350,crosses,crosses
Q5184338,Q1345896,crosses,crosses
Q5064545,Q1653,crosses,crosses
Q6378326,Q6749835,crosses,crosses
Q7101416,Q2251,crosses,crosses
Q6816444,Q3140,crosses,crosses
Q14629176,Q3373802,crosses,crosses
Q14629126,Q8321,crosses,crosses
Q14680649,Q2337686,crosses,crosses
Q7961487,Q2543032,crosses,crosses
Q6659629,Q3140,crosses,crosses
Q320385,Q312433,crosses,crosses
Q7305037,Q196183,crosses,crosses
Q14628963,Q905910,crosses,crosses
Q7833158,Q617414,crosses,crosses
Q16893273,Q4923551,crosses,crosses
Q16974390,Q7057844,crosses,crosses
Q5138846,Q7337528,crosses,crosses
Q7784788,Q35958,crosses,part of
Q5599873,Q1497,crosses,crosses
Q2302289,Q583565,crosses,crosses
Q18152746,Q7423218,crosses,crosses
Q5569421,Q671902,crosses,crosses
Q5471319,Q4915,crosses,crosses
Q5328068,Q1323525,crosses,located in or next to body of water
Q7984999,Q7986374,crosses,crosses
Q1853634,Q18278,crosses,crosses
Q643147,Q39247,crosses,crosses
Q3418011,Q1568,original language of film or TV show,original language of film or TV show
Q19572253,Q36236,original language of film or TV show,original language of film or TV show
Q15907466,Q1568,original language of film or TV show,original language of film or TV show
Q16057902,Q1568,original language of film or TV show,original language of film or TV show
Q7105147,Q36236,original language of film or TV show,original language of film or TV show
Q4740198,Q8097,original language of film or TV show,original language of film or TV show
Q27957824,Q1571,original language of film or TV show,original language of film or TV show
Q18349929,Q36236,original language of film or TV show,original language of film or TV show
Q5520384,Q13267,original language of film or TV show,original language of film or TV show
Q2826737,Q1568,original language of film or TV show,original language of film or TV show
Q5548792,Q1568,original language of film or TV show,original language of film or TV show
Q12919561,Q5885,original language of film or TV show,original language of film or TV show
Q3633077,Q8097,original language of film or TV show,original language of film or TV show
Q281915,Q58635,original language of film or TV show,original language of film or TV show
Q10950176,Q1568,original language of film or TV show,original language of film or TV show
Q3209911,Q150,original language of film or TV show,original language of film or TV show
Q12925805,Q5885,original language of film or TV show,original language of film or TV show
Q24806751,Q5885,original language of film or TV show,original language of film or TV show
Q21869619,Q8097,original language of film or TV show,original language of film or TV show
Q3444238,Q1568,original language of film or TV show,original language of film or TV show
Q19892266,Q8097,original language of film or TV show,original language of film or TV show
Q4841123,Q8097,original language of film or TV show,original language of film or TV show
Q5285010,Q1568,original language of film or TV show,original language of film or TV show
Q4784400,Q33673,original language of film or TV show,original language of film or TV show
Q11000078,Q1568,original language of film or TV show,original language of film or TV show
Q18703205,Q34239,original language of film or TV show,original language of film or TV show
Q888434,Q1568,original language of film or TV show,original language of film or TV show
Q1601060,Q1568,original language of film or TV show,original language of film or TV show
Q16252142,Q33673,original language of film or TV show,original language of film or TV show
Q1247803,Q1321,original language of film or TV show,original language of film or TV show
Q11253747,Q9176,original language of film or TV show,original language of film or TV show
Q7229923,Q5885,original language of film or TV show,original language of film or TV show
Q25999963,Q33673,original language of film or TV show,original language of film or TV show
Q2889152,Q1321,original language of film or TV show,original language of film or TV show
Q737318,Q1568,original language of film or TV show,original language of film or TV show
Q6729571,Q8097,original language of film or TV show,original language of film or TV show
Q16251571,Q5885,original language of film or TV show,original language of film or TV show
Q7714970,Q1412,original language of film or TV show,language of work or name
Q3447332,Q150,original language of film or TV show,original language of film or TV show
Q10959954,Q1568,original language of film or TV show,original language of film or TV show
Q7105123,Q5885,original language of film or TV show,original language of film or TV show
Q7193482,Q1412,original language of film or TV show,original language of film or TV show
Q10858783,Q9217,original language of film or TV show,original language of film or TV show
Q4920623,Q36236,original language of film or TV show,original language of film or TV show
Q16255153,Q5885,original language of film or TV show,original language of film or TV show
Q20993890,Q1571,original language of film or TV show,original language of film or TV show
Q155653,Q5287,original language of film or TV show,original language of film or TV show
Q5350218,Q1568,original language of film or TV show,original language of film or TV show
Q6721308,Q5885,original language of film or TV show,original language of film or TV show
Q1691672,Q652,original language of film or TV show,original language of film or TV show
Q3235309,Q1568,original language of film or TV show,original language of film or TV show
Q4709479,Q1568,original language of film or TV show,original language of film or TV show
Q1469524,Q1860,original language of film or TV show,original language of film or TV show
Q4662757,Q8097,original language of film or TV show,original language of film or TV show
Q18786429,Q5885,original language of film or TV show,original language of film or TV show
Q60021,Q9299,original language of film or TV show,part of
Q3424361,Q5885,original language of film or TV show,original language of film or TV show
Q7247882,Q14196,original language of film or TV show,original language of film or TV show
Q2878549,Q1860,original language of film or TV show,original language of film or TV show
Q1303341,Q1568,original language of film or TV show,original language of film or TV show
Q1219665,Q652,original language of film or TV show,original language of film or TV show
Q3276751,Q652,original language of film or TV show,original language of film or TV show
Q4855216,Q9217,original language of film or TV show,original language of film or TV show
Q3417220,Q1568,original language of film or TV show,original language of film or TV show
Q7161562,Q8097,original language of film or TV show,original language of film or TV show
Q7285474,Q8097,original language of film or TV show,original language of film or TV show
Q7426119,Q36236,original language of film or TV show,original language of film or TV show
Q5252602,Q5885,original language of film or TV show,original language of film or TV show
Q20649561,Q1568,original language of film or TV show,original language of film or TV show
Q719288,Q597315,competition class,competition class
Q6844487,Q948780,competition class,competition class
Q930643,Q281678,competition class,competition class
Q1378567,Q766904,competition class,competition class
Q4532610,Q508484,competition class,competition class
Q401800,Q597315,competition class,competition class
Q2825148,Q766904,competition class,competition class
Q16203381,Q7388396,competition class,competition class
Q65654,Q645063,competition class,competition class
Q3196372,Q1004748,competition class,competition class
Q7083086,Q1004748,competition class,competition class
Q5273488,Q1051530,competition class,competition class
Q16009401,Q766904,competition class,competition class
Q2388114,Q1096810,competition class,competition class
Q731759,Q948780,competition class,competition class
Q7333854,Q1215222,competition class,competition class
Q2029026,Q1004748,competition class,competition class
Q476894,Q766904,competition class,competition class
Q4924099,Q948780,competition class,competition class
Q355952,Q766904,competition class,competition class
Q1813894,Q597315,competition class,competition class
Q5236121,Q597315,competition class,competition class
Q5427687,Q1051530,competition class,competition class
Q6662036,Q597315,competition class,competition class
Q381900,Q507205,competition class,competition class
Q16195998,Q508484,competition class,competition class
Q7172207,Q766904,competition class,competition class
Q1386524,Q1215222,competition class,competition class
Q5418266,Q597315,competition class,competition class
Q24391,Q597315,competition class,competition class
Q15304464,Q597315,competition class,competition class
Q3950413,Q867600,competition class,competition class
Q293159,Q281678,competition class,competition class
Q6989918,Q597315,competition class,competition class
Q4924068,Q11699026,competition class,competition class
Q723189,Q766904,competition class,competition class
Q5934553,Q766904,competition class,competition class
Q4831946,Q948780,competition class,competition class
Q585147,Q766904,competition class,competition class
Q327421,Q281678,competition class,competition class
Q6299867,Q597315,competition class,competition class
Q708416,Q1004748,competition class,competition class
Q16226688,Q1051530,competition class,competition class
Q1548162,Q1051530,competition class,competition class
Q818065,Q508484,competition class,competition class
Q331477,Q1004748,competition class,competition class
Q6673744,Q508484,competition class,competition class
Q16189360,Q1112498,competition class,competition class
Q731759,Q1048358,competition class,competition class
Q2926061,Q1215222,competition class,competition class
Q1385420,Q1112498,competition class,competition class
Q293534,Q1112498,competition class,competition class
Q3655827,Q508484,competition class,competition class
Q6514957,Q281678,competition class,competition class
Q18808325,Q1051530,competition class,competition class
Q4421058,Q508484,competition class,competition class
Q980021,Q1004748,competition class,competition class
Q26998121,Q597315,competition class,competition class
Q5379838,Q1048358,competition class,competition class
Q11459380,Q1048358,competition class,competition class
Q2030409,Q1051530,competition class,competition class
Q276912,Q763947,competition class,competition class
Q11187,Q281678,competition class,competition class
Q329654,Q766904,competition class,competition class
Q17388822,Q11699026,competition class,competition class
Q5292644,Q1051530,competition class,competition class
Q1688718,Q1051530,competition class,competition class
Q2066421,Q11699026,competition class,competition class
Q1548162,Q1215222,competition class,competition class
Q211089,Q34726,part of,main subject
Q704394,Q481509,part of,part of
Q24905,Q257885,part of,taxon rank
Q3342047,Q170420,part of,headquarters location
Q7697489,Q10146,part of,genre
Q213837,Q925668,part of,member of
Q14566918,Q13915,part of,main subject
Q4550935,Q781360,part of,part of
Q6553095,Q336488,part of,part of
Q26031404,Q2467474,part of,follows
Q1700510,Q502053,part of,location
Q693956,Q896916,part of,operator
Q285086,Q173148,part of,has part
Q868249,Q215112,part of,part of
Q10177,Q273649,part of,operator
Q7080909,Q2927468,part of,has part
Q957616,Q274911,part of,follows
Q7456954,Q7570608,part of,main subject
Q273461,Q273649,part of,subsidiary
Q835585,Q2487,part of,part of
Q68897,Q16950,part of,part of
Q783401,Q382118,part of,main subject
Q3409782,Q678545,part of,applies to jurisdiction
Q82931,Q98,part of,located on terrain feature
Q19892,Q20075,part of,part of
Q178216,Q602390,part of,follows
Q21100234,Q21100099,part of,member of
Q27295968,Q9680,part of,participant of
Q2485027,Q127091,part of,located in or next to body of water
Q46941,Q852467,part of,part of
Q682609,Q314958,part of,part of
Q25456,Q644943,part of,subsidiary
Q158716,Q11083,part of,part of
Q503482,Q93259,part of,part of
Q1475394,Q179444,part of,located on terrain feature
Q1108769,Q2074696,part of,part of
Q3136391,Q7699105,part of,position played on team / speciality
Q1774355,Q728553,part of,part of
Q3899333,Q3283364,part of,part of
Q219060,Q7204,part of,located on terrain feature
Q741916,Q25271,part of,part of
Q3758702,Q689175,part of,follows
Q464969,Q7835870,part of,child
Q623,Q2616064,part of,characters
Q732702,Q752187,part of,followed by
Q44155,Q11759,part of,part of
Q58451,Q198998,part of,located in the administrative territorial entity
Q11899349,Q8613,part of,part of
Q5068134,Q2594423,part of,location
Q20982237,Q18622957,part of,main subject
Q938239,Q1439520,part of,part of
Q3486419,Q930096,part of,has part
Q839078,Q2458227,part of,part of
Q7523890,Q3468515,part of,part of
Q19969348,Q8613,part of,participant of
Q205033,Q925668,part of,league
Q283363,Q152178,part of,part of
Q16,Q49,part of,instance of
Q754483,Q132515,part of,followed by
Q711584,Q453510,part of,has part
Q3719232,Q12100,sport,sport
Q175502,Q166788,sport,sport
Q37311318,Q895471,sport,sport
Q1201517,Q41323,sport,sport
Q16733395,Q31920,sport,sport
Q4712201,Q186222,sport,sport
Q5109416,Q8418,sport,sport
Q1849051,Q41466,sport,sport
Q24037894,Q159354,sport,sport
Q726208,Q41323,sport,sport
Q3191439,Q5372,sport,sport
Q9446,Q847,sport,sport
Q2000405,Q5372,sport,sport
Q643795,Q5372,sport,sport
Q3773541,Q41323,sport,sport
Q18685797,Q8418,sport,sport
Q6771885,Q186222,sport,sport
Q2423113,Q7291,sport,sport
Q25893375,Q3312129,sport,sport
Q16567143,Q5372,sport,sport
Q1031200,Q2736,sport,sport
Q2520695,Q11420,sport,sport
Q2261607,Q11420,sport,sport
Q4207303,Q5369,sport,sport
Q4965605,Q41466,sport,sport
Q36984,Q5372,sport,sport
Q5233049,Q159354,sport,sport
Q312370,Q2736,sport,sport
Q5547596,Q31920,sport,sport
Q2530158,Q8418,sport,sport
Q5491037,Q5372,sport,sport
Q48845,Q5372,sport,sport
Q1778454,Q204632,sport,sport
Q3707680,Q5372,sport,sport
Q473146,Q41466,sport,sport
Q16149242,Q2736,sport,sport
Q4534795,Q183018,sport,sport
Q380013,Q5372,sport,sport
Q369228,Q847,sport,sport
Q276981,Q41466,sport,sport
Q1816217,Q847,sport,sport
Q6578051,Q5372,sport,sport
Q3181998,Q133201,sport,sport
Q52399,Q186222,sport,sport
Q769431,Q847,sport,sport
Q2748739,Q5369,sport,sport
Q1778347,Q213711,sport,sport
Q14950910,Q41323,sport,sport
Q2063579,Q178131,sport,sport
Q10132,Q847,sport,sport
Q7612541,Q5372,sport,sport
Q1446053,Q1734,sport,sport
Q690650,Q41466,sport,sport
Q5225478,Q50776,sport,sport
Q192083,Q41466,sport,sport
Q5361994,Q750080,sport,instance of
Q449635,Q8418,sport,sport
Q5335525,Q5372,sport,sport
Q3045044,Q5369,sport,sport
Q1076098,Q7291,sport,sport
Q4924378,Q41466,sport,sport
Q14601842,Q8418,sport,sport
Q18686775,Q11420,sport,sport
Q17461894,Q335638,sport,sport
Q19519999,Q133201,sport,sport
Q27898974,Q38108,sport,sport
Q1036515,Q10567,constellation,constellation
Q1036592,Q10464,constellation,constellation
Q4818153,Q8679,constellation,constellation
Q1599384,Q10406,constellation,constellation
Q405857,Q10570,constellation,constellation
Q1302050,Q10565,constellation,constellation
Q850541,Q9286,constellation,constellation
Q34415,Q8864,constellation,constellation
Q1107294,Q8918,constellation,constellation
Q4121458,Q10448,constellation,constellation
Q1519583,Q10448,constellation,constellation
Q1784175,Q8667,constellation,constellation
Q27989890,Q8921,constellation,constellation
Q3544669,Q10517,constellation,constellation
Q14055,Q9251,constellation,constellation
Q1577945,Q8853,constellation,constellation
Q14200,Q8842,constellation,constellation
Q78299399,Q10470,constellation,constellation
Q13070,Q8860,constellation,constellation
Q4262046,Q201330,position played on team / speciality,position played on team / speciality
Q16233049,Q1048902,position played on team / speciality,position played on team / speciality
Q28132616,Q912985,position played on team / speciality,position played on team / speciality
Q118207,Q201330,position played on team / speciality,position played on team / speciality
Q326992,Q1326154,position played on team / speciality,position played on team / speciality
Q463751,Q201330,position played on team / speciality,position played on team / speciality
Q10513484,Q201330,position played on team / speciality,position played on team / speciality
Q214498,Q201330,position played on team / speciality,position played on team / speciality
Q21622383,Q528145,position played on team / speciality,position played on team / speciality
Q3334654,Q918224,position played on team / speciality,position played on team / speciality
Q245222,Q308879,position played on team / speciality,position played on team / speciality
Q30104992,Q280658,position played on team / speciality,position played on team / speciality
Q10501113,Q201330,position played on team / speciality,position played on team / speciality
Q253841,Q622747,position played on team / speciality,position played on team / speciality
Q714292,Q622747,position played on team / speciality,position played on team / speciality
Q5923780,Q201330,position played on team / speciality,position played on team / speciality
Q6956368,Q918224,position played on team / speciality,position played on team / speciality
Q500343,Q201330,position played on team / speciality,position played on team / speciality
Q18637181,Q1368195,position played on team / speciality,position played on team / speciality
Q7442580,Q336286,position played on team / speciality,position played on team / speciality
Q7175332,Q336286,position played on team / speciality,position played on team / speciality
Q2993554,Q1326154,position played on team / speciality,position played on team / speciality
Q493153,Q25075,position played on team / speciality,position played on team / speciality
Q6395988,Q903354,position played on team / speciality,position played on team / speciality
Q482077,Q336286,position played on team / speciality,position played on team / speciality
Q2523380,Q201330,position played on team / speciality,position played on team / speciality
Q5195846,Q336286,position played on team / speciality,position played on team / speciality
Q507272,Q280658,position played on team / speciality,position played on team / speciality
Q80404,Q1638113,position played on team / speciality,position played on team / speciality
Q6848955,Q201330,position played on team / speciality,position played on team / speciality
Q17489121,Q2270499,position played on team / speciality,position played on team / speciality
Q2628626,Q268258,position played on team / speciality,position played on team / speciality
Q7331579,Q622747,position played on team / speciality,position played on team / speciality
Q128936,Q280658,position played on team / speciality,position played on team / speciality
Q14951106,Q918224,position played on team / speciality,position played on team / speciality
Q38458435,Q336286,position played on team / speciality,position played on team / speciality
Q6271036,Q201330,position played on team / speciality,position played on team / speciality
Q21621217,Q918224,position played on team / speciality,position played on team / speciality
Q5592131,Q2550304,position played on team / speciality,position played on team / speciality
Q16198589,Q201330,position played on team / speciality,position played on team / speciality
Q1933229,Q869161,position played on team / speciality,position played on team / speciality
Q5106896,Q918224,position played on team / speciality,position played on team / speciality
Q2833049,Q6037916,position played on team / speciality,position played on team / speciality
Q1347964,Q2304909,position played on team / speciality,position played on team / speciality
Q7027251,Q25075,position played on team / speciality,position played on team / speciality
Q9176349,Q336286,position played on team / speciality,position played on team / speciality
Q6172840,Q336286,position played on team / speciality,position played on team / speciality
Q5132672,Q622747,position played on team / speciality,position played on team / speciality
Q1320754,Q1143358,position played on team / speciality,position played on team / speciality
Q3186330,Q1143358,position played on team / speciality,position played on team / speciality
Q21063403,Q280658,position played on team / speciality,position played on team / speciality
Q296194,Q5508224,position played on team / speciality,position played on team / speciality
Q934145,Q201330,position played on team / speciality,position played on team / speciality
Q24150740,Q201330,position played on team / speciality,position played on team / speciality
Q21621728,Q280658,position played on team / speciality,position played on team / speciality
Q4956973,Q918224,position played on team / speciality,position played on team / speciality
Q6681449,Q2827965,position played on team / speciality,position played on team / speciality
Q27517206,Q280658,position played on team / speciality,position played on team / speciality
Q77044,Q222052,position played on team / speciality,position played on team / speciality
Q4911045,Q622747,position played on team / speciality,position played on team / speciality
Q2509465,Q280658,position played on team / speciality,position played on team / speciality
Q889130,Q622747,position played on team / speciality,position played on team / speciality
Q7385215,Q918224,position played on team / speciality,position played on team / speciality
Q23542720,Q280658,position played on team / speciality,position played on team / speciality
Q3814040,Q280658,position played on team / speciality,position played on team / speciality
Q7271990,Q201330,position played on team / speciality,position played on team / speciality
Q5563490,Q201330,position played on team / speciality,position played on team / speciality
Q459707,Q280658,position played on team / speciality,position played on team / speciality
Q26405798,Q280658,position played on team / speciality,position played on team / speciality
Q17496506,Q201330,position played on team / speciality,position played on team / speciality
Q878481,Q34575,located in or next to body of water,located in or next to body of water
Q7430352,Q1383,located in or next to body of water,part of
Q7418291,Q938327,located in or next to body of water,located in or next to body of water
Q2757682,Q1720622,located in or next to body of water,located on terrain feature
Q3897,Q97,located in or next to body of water,located in or next to body of water
Q192483,Q34575,located in or next to body of water,located in or next to body of water
Q47135,Q41983,located in or next to body of water,located in or next to body of water
Q124295,Q19686,located in or next to body of water,located in or next to body of water
Q1982975,Q1553876,located in or next to body of water,located in or next to body of water
Q2553780,Q216868,located in or next to body of water,located in or next to body of water
Q1246888,Q33629,located in or next to body of water,located in or next to body of water
Q527959,Q98,located in or next to body of water,located in or next to body of water
